histology,behavior,preferred,description
8085,3,1,"Squamous cell carcinoma, HPV-positive (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]"
8085,3,0,"Carcinoma, squamous cell, HPV-associated (C53._) [2022+]"
8085,3,0,"Carcinoma, squamous cell, HPV-positive (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]"
8085,3,0,HPV-associated squamous cell carcinoma (C53._) [2022+]
8085,3,0,"HPV-positive squamous cell carcinoma (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]"
8085,3,0,"Squamous cell carcinoma, HPV-associated (C53._) [2022+]"
8086,3,1,"Squamous cell carcinoma, HPV-negative (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]"
8086,3,0,"Carcinoma, squamous cell, HPV-independent (C53._) [2022+]"
8086,3,0,"Carcinoma, squamous cell, HPV-negative (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]"
8086,3,0,HPV-independent squamous cell carcinoma (C53._) [2022+]
8086,3,0,"HPV-negative squamous cell carcinoma (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]"
8086,3,0,"Squamous cell carcinoma, HPV-independent (C53._) [2022+]"
8090,1,1,Basal cell tumor (C44._)
8090,1,0,"Tumor, basal cell (C44._)"
8090,3,1,"Basal cell carcinoma, NOS (C44._)"
8090,3,0,Basal cell carcinoma with adnexal differentiation (C44._)
8090,3,0,"Basal cell carcinoma, pigmented (C44._)"
8090,3,0,Basal cell epithelioma (C44._)
8090,3,0,"Carcinoma, basal cell with adnexal differentiation (C44._)"
8090,3,0,"Carcinoma, basal cell, NOS (C44._)"
8090,3,0,"Carcinoma, basal cell, pigmented (C44._)"
8090,3,0,"Carcinoma, pigmented basal cell (C44._)"
8090,3,0,"Epithelioma, basal cell (C44._)"
8090,3,0,Pigmented basal cell carcinoma (C44._)
8090,3,0,Rodent ulcer (C44._)
8090,3,0,"Ulcer, rodent (C44._)"
8091,3,1,Superficial basal cell carcinoma (C44._)
8091,3,0,"Basal cell carcinoma, multicentric (C44._)"
8091,3,0,"Basal cell carcinoma, multifocal superficial (C44._)"
8091,3,0,"Basal cell carcinoma, superficial (C44._)"
8091,3,0,"Carcinoma, basal cell, multicentric (C44._)"
8091,3,0,"Carcinoma, basal cell, multifocal superficial (C44._)"
8091,3,0,"Carcinoma, basal cell, superficial (C44._)"
8091,3,0,"Carcinoma, basal cell, superficial, multifocal (C44._)"
8091,3,0,"Carcinoma, multicentric basal cell (C44._)"
8091,3,0,"Carcinoma, multifocal superficial basal cell (C44._)"
8091,3,0,Multicentric basal cell carcinoma (C44._)
8091,3,0,Multifocal superficial basal cell carcinoma (C44._)
8091,3,0,"Superficial basal cell carcinoma, multifocal (C44._)"
8092,3,1,"Infiltrating basal cell carcinoma, NOS (C44._)"
8092,3,0,"Basal cell carcinoma, desmoplastic type (C44._)"
8092,3,0,"Basal cell carcinoma, infiltrating, non-sclerosing (C44._)"
8092,3,0,"Basal cell carcinoma, infiltrating, NOS (C44._)"
8092,3,0,"Basal cell carcinoma, infiltrating, sclerosing (C44._)"
8092,3,0,"Basal cell carcinoma, morpheic (C44._)"
8092,3,0,"Carcinoma, basal cell, desmoplastic type (C44._)"
8092,3,0,"Carcinoma, basal cell, morpheic (C44._)"
8092,3,0,"Carcinoma, basal cell, non-sclerosing, infiltrating (C44._)"
8092,3,0,"Carcinoma, basal cell, sclerosing, infiltrating (C44._)"
8092,3,0,"Desmoplastic type, basal cell carcinoma (C44._)"
8092,3,0,"Infiltrating basal cell carcinoma, non-sclerosing (C44._)"
8092,3,0,"Infiltrating basal cell carcinoma, sclerosing (C44._)"
8092,3,0,Morpheic basal cell carcinoma (C44._)
8092,3,0,Non-sclerosing infiltrating basal cell carcinoma (C44._)
8092,3,0,"Sclerosing basal cell carcinoma, infiltrating (C44._)"
8093,3,1,"Basal cell carcinoma, fibroepithelial (C44._)"
8093,3,0,"Basal cell carcinoma, fibroepithelial, Pinkus type"
8093,3,0,"Carcinoma, basal cell, fibroepithelial (C44._)"
8093,3,0,"Carcinoma, basal cell, fibroepithelial, Pinkus type"
8093,3,0,Fibroepithelial basal cell carcinoma (C44._)
8093,3,0,"Fibroepithelial basal cell carcinoma, Pinkus type"
8093,3,0,Fibroepithelioma of Pinkus type
8093,3,0,"Fibroepithelioma, NOS"
8093,3,0,Pinkus tumor
8093,3,0,"Pinkus type, fibroepithelial basal cell carcinoma"
8093,3,0,"Pinkus type, fibroepithelioma"
8093,3,0,"Tumor, Pinkus"
8094,3,1,Basosquamous carcinoma (C44._)
8094,3,0,"Basal-squamous cell carcinoma, mixed (C44._)"
8094,3,0,"Carcinoma, basal-squamous cell, mixed (C44._)"
8094,3,0,"Carcinoma, basosquamous (C44._)"
8094,3,0,"Carcinoma, mixed basal-squamous cell (C44._)"
8094,3,0,Mixed basal-squamous cell carcinoma (C44._)
8094,3,0,Mixed squamous-basal cell carcinoma (C44._)
8094,3,0,"Squamous-basal cell carcinoma, mixed (C44._)"
8095,3,1,Metatypical carcinoma (C44._)
8095,3,0,"Carcinoma, metatypical (C44._)"
8096,0,1,Intraepidermal epithelioma of Jadassohn (C44._)
8096,0,0,"Epithelioma, intraepidermal, Jadassohn (C44._)"
8096,0,0,"Intraepidermal epithelioma, Jadassohn (C44._)"
8096,0,0,Jadassohn intraepidermal epithelioma (C44._)
8097,3,1,"Basal cell carcinoma, nodular (C44._)"
8097,3,0,"Basal cell carcinoma, micronodular (C44._)"
8097,3,0,"Carcinoma, basal cell, micronodular (C44._)"
8097,3,0,"Carcinoma, basal cell, nodular (C44._)"
8097,3,0,Micronodular basal cell carcinoma (C44._)
8097,3,0,Nodular basal cell carcinoma (C44._)
8098,3,1,Adenoid basal carcinoma (C53._)
8098,3,0,"Basal carcinoma, adenoid (C53._)"
8098,3,0,"Carcinoma, adenoid basal (C53._)"
8098,3,0,"Carcinoma, basal, adenoid (C53._)"
8100,0,1,Trichoepithelioma (C44._)
8100,0,0,"Adenoideos cysticum, epithelioma (C44._)"
8100,0,0,Brooke tumor (C44._)
8100,0,0,"Cysticum, epithelioma adenoideos (C44._)"
8100,0,0,Epithelioma adenoideos cysticum (C44._)
8100,0,0,"Tumor, Brooke (C44._)"
8100,3,1,Trichoblastic carcinoma (C44._) [2022+]
8100,3,0,"Carcinoma, trichoblastic (C44._) [2022+]"
8100,3,0,"Carcinosarcoma, trichoblastic (C44._) [2022+]"
8100,3,0,Trichoblastic carcinosarcoma (C44._) [2022+]
8101,0,1,Trichofolliculoma (C44._)
8102,0,1,Trichilemmoma (C44._)
8102,3,1,Trichilemmocarcinoma (C44._)
8102,3,0,"Carcinoma, trichilemmal (C44._)"
8102,3,0,Trichilemmal carcinoma (C44._)
8103,0,1,Pilar tumor (C44._)
8103,0,0,"Cyst, proliferating trichilemmal (C44._)"
8103,0,0,"Cyst, trichilemmal, proliferating (C44._)"
8103,0,0,Proliferating trichilemmal cyst (C44._)
8103,0,0,Proliferating trichilemmal tumor (C44._)
8103,0,0,"Trichilemmal cyst, proliferating (C44._)"
8103,0,0,"Trichilemmal tumor, proliferating (C44._)"
8103,0,0,"Tumor, pilar (C44._)"
8103,0,0,"Tumor, proliferating trichilemmal (C44._)"
8103,0,0,"Tumor, trichilemmal, proliferating (C44._)"
8104,0,1,Pilar sheath acanthoma (C44._) [2021+]
8104,0,0,"Acanthoma, pilar sheath (C44._) [2021+]"
8104,0,0,Tumor of the follicular infundibulum (C44._) [2021+]
8110,0,1,"Pilomatrixoma, NOS (C44._)"
8110,0,0,Calcifying epithelioma of Malherbe (C44._)
8110,0,0,"Epithelioma, calcifying, Malherbe (C44._)"
8110,0,0,Malherbe calcifying epithelioma (C44._)
8110,0,0,"Pilomatricoma, NOS"
8110,3,1,Pilomatrical carcinoma (C44._)
8110,3,0,"Carcinoma, matrical (C44._)"
8110,3,0,"Carcinoma, pilomatrical (C44._)"
8110,3,0,"Carcinoma, pilomatrix (C44._)"
8110,3,0,Matrical carcinoma (C44._)
8110,3,0,"Pilomatricoma, malignant (C44._)"
8110,3,0,Pilomatrix carcinoma (C44._)
8110,3,0,"Pilomatrixoma, malignant (C44._)"
8120,0,1,"Transitional cell papilloma, benign"
8120,0,0,"Papilloma, transitional"
8120,0,0,"Papilloma, transitional cell, benign"
8120,0,0,"Papilloma, transitional, NOS"
8120,0,0,Transitional papilloma
8120,1,1,"Urothelial papilloma, NOS"
8120,1,0,"Bladder, papilloma of (C67._)"
8120,1,0,Papilloma of bladder (C67._)
8120,1,0,"Papilloma, bladder (C67._)"
8120,1,0,"Papilloma, NOS of bladder (C67._)"
8120,1,0,"Papilloma, transitional cell, NOS"
8120,1,0,"Papilloma, urothelial, NOS"
8120,1,0,"Transitional cell papilloma, NOS"
8120,2,1,Transitional cell carcinoma in situ
8120,2,0,"Carcinoma in situ, transitional cell"
8120,2,0,"Carcinoma in situ, urothelial"
8120,2,0,"Carcinoma, transitional cell in situ"
8120,2,0,"Carcinoma, urothelial, in situ"
8120,2,0,"In situ carcinoma, transitional cell"
8120,2,0,In situ transitional cell carcinoma
8120,2,0,Urothelial carcinoma in situ
8120,3,1,"Transitional cell carcinoma, NOS"
8120,3,0,"Carcinoma, squamotransitional [2018+]"
8120,3,0,"Carcinoma, squamotransitional cell (C53._) [2018+]"
8120,3,0,"Carcinoma, transitional"
8120,3,0,"Carcinoma, transitional cell, NOS"
8120,3,0,"Carcinoma, urothelial with divergent differentiation  (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Carcinoma, urothelial with squamous differentiation (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Carcinoma, urothelial with trophoblastic differentiation  (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Carcinoma, urothelial, clear cell (glycogen-rich) (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Carcinoma, urothelial, lipid-rich (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Carcinoma, urothelial, microcystic (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Carcinoma, urothelial, nested (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Carcinoma, urothelial, NOS"
8120,3,0,"Clear cell (glycogen-rich) urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Lipid-rich urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Microcystic urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Nested urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,Squamotransitional carcinoma [2018+]
8120,3,0,Squamotransitional cell carcinoma (C53._) [2018+]
8120,3,0,Transitional carcinoma
8120,3,0,"Urothelial carcinoma with divergent differentiation  (C65.9, C66.9, C67._, C68._)"
8120,3,0,"Urothelial carcinoma with squamous differentiation (C65.9, C66.9, C67._, C68._)"
8120,3,0,"Urothelial carcinoma with trophoblastic differentiation (C65.9, C66.9, C67._, C68._) "
8120,3,0,"Urothelial carcinoma, clear cell (glycogen-rich) (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Urothelial carcinoma, lipid-rich (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Urothelial carcinoma, microcystic (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Urothelial carcinoma, nested (C65.9, C66.9, C67._, C68._) [2018+]"
8120,3,0,"Urothelial carcinoma, NOS"
8121,0,1,"Schneiderian papilloma, NOS (C30.0, C31._)"
8121,0,0,"Exophytic sinonasal papilloma (C30.0, C31._)"
8121,0,0,"Fungiform sinonasal papilloma (C30.0, C31._)"
8121,0,0,"Papilloma, Schneiderian, NOS (C30.0, C31._)"
8121,0,0,"Papilloma, sinonasal, exophytic (C30.0, C31._)"
8121,0,0,"Papilloma, sinonasal, fungiform (C30.0, C31._)"
8121,0,0,"Papilloma, sinonasal, NOS (C30.0, C31._)"
8121,0,0,"Papilloma, transitional cell, inverted, benign"
8121,0,0,"Papilloma, transitional, inverted, benign"
8121,0,0,"Sinonasal papilloma, exophytic (C30.0, C31._)"
8121,0,0,"Sinonasal papilloma, fungiform (C30.0, C31._)"
8121,0,0,"Sinonasal papilloma, NOS (C30.0, C31._)"
8121,0,0,"Transitional cell papilloma, inverted, benign"
8121,0,0,"Transitional papilloma, inverted, benign"
8121,1,1,"Transitional cell papilloma, inverted, NOS"
8121,1,0,Columnar cell papilloma
8121,1,0,"Cylindrical cell papilloma (C30.0, C31._)"
8121,1,0,"Inverted Schneiderian papilloma (C30.0, C31._)"
8121,1,0,"Inverted transitional cell papilloma, NOS"
8121,1,0,"Oncocytic Schneiderian papilloma (C30.0, C31._)"
8121,1,0,"Papilloma, columnar cell"
8121,1,0,"Papilloma, cylindrical cell (C30.0, C31._)"
8121,1,0,"Papilloma, Schneiderian, inverted (C30.0, C31._)"
8121,1,0,"Papilloma, Schneiderian, oncocytic (C30.0, C31._)"
8121,1,0,"Papilloma, transitional cell, inverted, NOS"
8121,1,0,"Papilloma, transitional, inverted, NOS"
8121,1,0,"Schneiderian papilloma, inverted (C30.0, C31._)"
8121,1,0,"Schneiderian papilloma, oncocytic (C30.0, C31._)"
8121,1,0,"Transitional papilloma, inverted, NOS"
8121,3,1,"Schneiderian carcinoma (C30.0, C31._)"
8121,3,0,"Carcinoma, cylindrical cell (C30.0, C31._)"
8121,3,0,"Carcinoma, Schneiderian (C30.0, C31._)"
8121,3,0,"Cylindrical cell carcinoma (C30.0, C31._)"
8122,3,1,"Urothelial carcinoma, sarcomatoid"
8122,3,0,"Carcinoma, transitional cell, sarcomatoid"
8122,3,0,"Carcinoma, transitional cell, spindle cell"
8122,3,0,"Carcinoma, urothelial, sarcomatoid"
8122,3,0,"Carcinoma, urothelial, spindle cell"
8122,3,0,Sarcomatoid transitional cell carcinoma
8122,3,0,Sarcomatoid urothelial carcinoma
8122,3,0,Spindle cell transitional cell carcinoma
8122,3,0,Spindle cell urothelial cell carcinoma
8122,3,0,"Transitional cell carcinoma, sarcomatoid"
8122,3,0,"Transitional cell carcinoma, spindle cell"
8122,3,0,"Urothelial carcinoma, spindle cell"
8123,3,1,Basaloid carcinoma
8123,3,0,"Carcinoma, basaloid"
8124,3,1,Cloacogenic carcinoma (C21.2)
8124,3,0,"Carcinoma, cloacogenic (C21.2)"
8130,1,1,Papillary urothelial neoplasm of low malignant potential (C67._)
8130,1,0,"Low malignant potential, papillary transitional cell neoplasm (C67._)"
8130,1,0,"Low malignant potential, papillary urothelial neoplasm (C67._)"
8130,1,0,"Neoplasm, papillary transitional cell, low malignant potential (C67._)"
8130,1,0,"Neoplasm, papillary urothelial, low malignant potential (C67._)"
8130,1,0,Papillary transitional cell neoplasm of low malignant potential (C67._)
8130,1,0,"Transitional cell neoplasm, papillary, low malignant potential (C67._)"
8130,1,0,"Urothelial neoplasm, papillary, of low malignant potential (C67._)"
8130,2,1,"Papillary transitional cell carcinoma, non-invasive (C67._)"
8130,2,0,"Carcinoma, non-invasive, papillary transitional cell (C67._)"
8130,2,0,"Carcinoma, non-invasive, papillary urothelial (C67._)"
8130,2,0,"Carcinoma, papillary transitional cell, non-invasive (C67._)"
8130,2,0,"Carcinoma, papillary urothelial, non-invasive (C67._)"
8130,2,0,"Carcinoma, transitional cell, papillary, non-invasive (C67._)"
8130,2,0,"Carcinoma, urothelial, non-invasive, papillary (C67._)"
8130,2,0,"Carcinoma, urothelial, papillary, non-invasive (C67._)"
8130,2,0,"Non-invasive carcinoma, papillary transitional cell (C67._)"
8130,2,0,"Non-invasive carcinoma, papillary urothelial (C67._)"
8130,2,0,"Papillary carcinoma, urothelial, non-invasive (C67._)"
8130,2,0,"Papillary urothelial carcinoma, non-invasive (C67._)"
8130,2,0,"Transitional cell carcinoma, papillary, non-invasive (C67._)"
8130,2,0,"Urothelial carcinoma, papillary, non-invasive (C67._)"
8130,3,1,Papillary transitional cell carcinoma (C67._)
8130,3,0,"Carcinoma, papillary transitional cell (C67._)"
8130,3,0,"Carcinoma, papillary urothelial (C67._)"
8130,3,0,"Carcinoma, transitional cell, papillary (C67._)"
8130,3,0,"Papillary carcinoma, transitional cell (C67._)"
8130,3,0,"Papillary carcinoma, urothelial (C67._)"
8130,3,0,Papillary urothelial carcinoma (C67._)
8130,3,0,"Transitional cell carcinoma, papillary (C67._)"
8130,3,0,"Urothelial carcinoma, papillary (C67._)"
8131,3,1,"Urothelial carcinoma, micropapillary (C67._)"
8131,3,0,"Carcinoma, micropapillary transitional cell (C67._)"
8131,3,0,"Carcinoma, transitional cell, micropapillary (C67._)"
8131,3,0,"Carcinoma, urothelial, micropapillary (C67._)"
8131,3,0,Micropapillary transitional cell carcinoma (C67._)
8131,3,0,Micropapillary urothelial carcinoma (C67._)
8131,3,0,"Transitional cell carcinoma, micropapillary (C67._)"
8140,0,1,"Adenoma, NOS"
8140,1,1,Atypical adenoma
8140,1,0,"Adenoma, atypical"
8140,1,0,"Adenoma, bronchial, NOS (C34._)"
8140,1,0,"Bronchial adenoma, NOS (C34._)"
8140,2,1,"Adenocarcinoma in situ, NOS"
8140,2,0,"In situ adenocarcinoma, NOS"
8140,3,1,"Adenocarcinoma, NOS"
8140,3,0,Acinar adenocarcinoma (C61.9 ONLY) [DO NOT USE 8550/3 OR 8551/3 FOR PROSTATE] [2018+]
8140,3,0,"Adenocarcinoma, acinar (C61.9 ONLY) [DO NOT USE 8550/3 OR 8551/3 FOR PROSTATE] [2018+]"
8140,3,0,"Adenocarcinoma, endocervical, usual type (C53._) [2018+]"
8140,3,0,"Adenocarcinoma, minimally invasive, NOS (C34._) [2018+]"
8140,3,0,"Adenocarcinoma, usual type"
8140,3,0,"Carcinoma of Skene, Cowper and Littre Glands [REPORTABLE 2021+]"
8140,3,0,Endocervical adenocarcinoma usual type (C53._) [2018+]
8140,3,0,Endolymphatic sac tumor [REPORTABLE 2021+]
8140,3,0,"Minimally invasive adenocarcinoma, NOS (C34._) [2018+]"
8140,3,0,Parathyroid tumor (C75.0) [REPORTABLE 2021+]
8140,3,0,"Tumor, endolymphatic sac [REPORTABLE 2021+]"
8140,3,0,"Tumor, parathyroid (C75.0) [REPORTABLE 2021+]"
8140,3,0,Usual type adenocarcinoma
8140,6,1,"Adenocarcinoma, metastatic, NOS"
8140,6,0,"Adenocarcinoma, NOS, metastatic"
8140,6,0,"Metastatic adenocarcinoma, NOS"
8141,3,1,Scirrhous adenocarcinoma
8141,3,0,"Adenocarcinoma, scirrhous"
8141,3,0,Carcinoma with productive fibrosis
8141,3,0,"Carcinoma, scirrhous"
8141,3,0,"Fibrosis, carcinoma with productive"
8141,3,0,"Productive fibrosis, carcinoma with"
8141,3,0,Scirrhous carcinoma
8142,3,1,Linitis plastica (C16._)
8142,3,0,"Plastica, linitis (C16._)"
8143,3,1,Superficial spreading adenocarcinoma
8143,3,0,"Adenocarcinoma, superficial spreading"
8144,2,1,"Intestinal-type adenoma, high grade (C16._, C17._) [REPORTABLE 2022+ FOR STOMACH AND SMALL INTESTINE ONLY; SEE STANDARD SETTER REQUIREMENTS FOR REPORTABILITY.]"
8144,2,0,"Adenoma, intestinal-type, high grade (C16._, C17._) [REPORTABLE 2022+ FOR STOMACH AND SMALL INTESTINE ONLY; SEE STANDARD SETTER REQUIREMENTS FOR REPORTABILITY.]"
8144,2,0,"High grade intestinal-type adenoma (C16._, C17._) [REPORTABLE 2022+ FOR STOMACH AND SMALL INTESTINE ONLY; SEE STANDARD SETTER REQUIREMENTS FOR REPORTABILITY.]"
8144,3,1,"Adenocarcinoma, intestinal type (C16._)"
8144,3,0,"Adenocarcinoma, enteric (C34. _, C65.9, C66.9, C67._, C68._) [2018+]"
8144,3,0,"Adenocarcinoma, intestinal type (C30.0, C53._) [2018+]"
8144,3,0,"Carcinoma, intestinal type (C16._)"
8144,3,0,"Carcinoma, mucinous, intestinal type (C53._) [2018+]"
8144,3,0,"Enteric adenocarcinoma (C34. _, C65.9, C66.9, C67._, C68._) [2018+]"
8144,3,0,Intestinal type adenocarcinoma (C16._)
8144,3,0,"Intestinal type adenocarcinoma (C30.0, C53._) [2018+]"
8144,3,0,Intestinal type carcinoma (C16._)
8144,3,0,Intestinal type mucinous carcinoma (C53._) [2018+]
8144,3,0,"Mucinous carcinoma, intestinal type (C53._) [2018+]"
8145,3,1,"Carcinoma, diffuse type (C16._)"
8145,3,0,"Adenocarcinoma, diffuse type (C16._)"
8145,3,0,"Diffuse type, adenocarcinoma (C16._)"
8145,3,0,"Diffuse type, carcinoma (C16._)"
8146,0,1,Monomorphic adenoma
8146,0,0,"Adenoma, monomorphic"
8147,0,1,Basal cell adenoma
8147,0,0,"Adenoma, basal cell"
8147,3,1,Basal cell adenocarcinoma
8147,3,0,"Adenocarcinoma, basal cell"
8148,2,1,"Glandular intraepithelial neoplasia, grade III"
8148,2,0,Grade III glandular intraepithelial neoplasia
8148,2,0,"Intraepithelial neoplasia, grade III, glandular"
8148,2,0,"Intraepithelial neoplasia, grade III, prostatic (C61.9)"
8148,2,0,PIN III (C61.9)
8148,2,0,"Prostatic intraepithelial neoplasia, grade III (C61.9)"
8149,0,1,Canalicular adenoma
8149,0,0,"Adenoma, canalicular"
8150,0,1,Pancreatic neuroendocrine microadenoma (C25._)
8150,0,0,"Adenoma, islet cell (C25._) [PRE-2021 ONLY. FOR 2021+ USE CODE 8150/3.]"
8150,0,0,"Adenomatosis, islet cell (C25._) [PRE-2021 ONLY. FOR 2021+ USE CODE 8150/3.]"
8150,0,0,Islet cell adenoma (C25._) [PRE-2021 ONLY. FOR 2021+ USE CODE 8150/3.]
8150,0,0,Islet cell adenomatosis (C25._) [PRE-2021 ONLY. FOR 2021+ USE CODE 8150/3.]
8150,0,0,"Islet cell tumor, benign (C25._)"
8150,0,0,Nesidioblastoma (C25._) [PRE-2021 ONLY. FOR 2021+ USE CODE 8150/3.]
8150,0,0,"Pancreatic endocrine tumor, benign (C25._)"
8150,0,0,Pancreatic microadenoma (C25._)
8150,0,0,"Tumor, islet cell, benign (C25._)"
8150,1,1,"Pancreatic endocrine tumor, NOS (C25._) [PRE-2021 ONLY. FOR 2021+ USE CODE 8150/3.]"
8150,1,0,"Islet cell tumor, NOS (C25._) [PRE-2021 ONLY. FOR 2021+ USE CODE 8150/3.]"
8150,1,0,"Tumor, islet cell, NOS (C25._) [PRE-2021 ONLY. FOR 2021+ USE CODE 8150/3.]"
8150,3,1,"Pancreatic neuroendocrine tumor, nonfunctioning (C25._) [REPORTABLE 2021+.]"
8150,3,0,"Adenocarcinoma, islet cell (C25._)"
8150,3,0,"Adenoma, islet cell (C25._) [REPORTABLE 2021+. FOR PRE-2021, USE CODE 8150/0]"
8150,3,0,"Adenomatosis, islet cell (C25._) [REPORTABLE 2021+. FOR PRE-2021, USE CODE 8150/0]"
8150,3,0,"Carcinoma, islet cell (C25._)"
8150,3,0,"Clear cell neuroendocrine tumor, non-functioning pancreatic (C25._) [2022+]"
8150,3,0,"Cystic neuroendocrine tumor, non-functioning pancreatic (C25._) [2022+]"
8150,3,0,Islet cell adenocarcinoma (C25._)
8150,3,0,"Islet cell adenoma (C25._) [REPORTABLE 2021+. FOR PRE-2021, USE CODE 8150/0]"
8150,3,0,"Islet cell adenomatosis (C25._) [REPORTABLE 2021+. FOR PRE-2021, USE CODE 8150/0]"
8150,3,0,Islet cell carcinoma (C25._)
8150,3,0,"Islet cell tumor, NOS (C25._) [REPORTABLE 2021+. FOR PRE-2021, USE CODE 8150/1]"
8150,3,0,"Nesidioblastoma (C25._) [REPORTABLE 2021+. FOR PRE-2021, USE CODE 8150/0]"
8150,3,0,"Neuroendocrine tumor, clear cell, non-functioning pancreatic (C25._) [2022+]"
